Nº NF-e/RPS,Série,Status,Data Emissão,Natureza da Operação,Dados do Destinatário,CPF/CNPJ,Valor Total,Chave DANFE
8041,1,Emitida,06/04/2023,Venda dentro do estado,Ao Consumidor,,"147,1",28230410177060000138650010000080411629688572
8042,1,Emitida,06/04/2023,Venda dentro do estado,Ao Consumidor,,"84,6",28230410177060000138650010000080421220123890
8043,1,Emitida,06/04/2023,Venda dentro do estado,Ao Consumidor,,"106,93",28230410177060000138650010000080431309905321
8044,1,Emitida,08/04/2023,Venda dentro do estado,Ao Consumidor,,"225,68",28230410177060000138650010000080441815592948
8045,1,Emitida,08/04/2023,Venda dentro do estado,Ao Consumidor,,"85,77",28230410177060000138650010000080451647897900
8046,1,Emitida,08/04/2023,Venda dentro do estado,Ao Consumidor,,700,28230410177060000138650010000080461245915609
8047,1,Emitida,10/04/2023,Venda dentro do estado,Ao Consumidor,,"96,46",28230410177060000138650010000080471280921129
8048,1,Emitida,10/04/2023,Venda dentro do estado,Ao Consumidor,,"92,75",28230410177060000138650010000080481845674968
8049,1,Emitida,10/04/2023,Venda dentro do estado,Ao Consumidor,,"168,92",28230410177060000138650010000080491685600381
8050,1,Emitida,11/04/2023,Venda dentro do estado,Ao Consumidor,,"89,74",28230410177060000138650010000080501809592610
8051,1,Emitida,11/04/2023,Venda dentro do estado,Ao Consumidor,,"45,01",28230410177060000138650010000080511719746357
8052,1,Emitida,11/04/2023,Venda dentro do estado,Ao Consumidor,,"100,27",28230410177060000138650010000080521130489078
8053,1,Emitida,12/04/2023,Venda dentro do estado,Ao Consumidor,,"105,82",28230410177060000138650010000080531337357054
8054,1,Emitida,12/04/2023,Venda dentro do estado,Ao Consumidor,,"102,9",28230410177060000138650010000080541780616036
8055,1,Emitida,12/04/2023,Venda dentro do estado,Ao Consumidor,,"94,36",28230410177060000138650010000080551745545664
8056,1,Emitida,12/04/2023,Venda dentro do estado,Ao Consumidor,,"60,48",28230410177060000138650010000080561148690807
8057,1,Emitida,12/04/2023,Venda dentro do estado,Ao Consumidor,,"102,13",28230410177060000138650010000080571316450542
8058,1,Emitida,13/04/2023,Venda dentro do estado,Ao Consumidor,,"76,39",28230410177060000138650010000080581755525889
8059,1,Emitida,13/04/2023,Venda dentro do estado,Ao Consumidor,,"133,76",28230410177060000138650010000080591712591194
8060,1,Emitida,13/04/2023,Venda dentro do estado,Ao Consumidor,,"88,23",28230410177060000138650010000080601890846785
8061,1,Emitida,14/04/2023,Venda dentro do estado,Ao Consumidor,,"151,9",28230410177060000138650010000080611574853758
8062,1,Emitida,14/04/2023,Venda dentro do estado,Ao Consumidor,,"77,42",28230410177060000138650010000080621040427690
8063,1,Emitida,15/04/2023,Venda dentro do estado,Ao Consumidor,,"86,17",28230410177060000138650010000080631489106433
8064,1,Emitida,15/04/2023,Venda dentro do estado,Ao Consumidor,,"37,94",28230410177060000138650010000080641886644340
8065,1,Emitida,17/04/2023,Venda dentro do estado,Ao Consumidor,,"91,21",28230410177060000138650010000080651578302259
8066,1,Emitida,17/04/2023,Venda dentro do estado,Ao Consumidor,,603,28230410177060000138650010000080661051473808
8067,1,Emitida,17/04/2023,Venda dentro do estado,Ao Consumidor,,"142,75",28230410177060000138650010000080671476833900
8068,1,Emitida,17/04/2023,Venda dentro do estado,Ao Consumidor,,"71,97",28230410177060000138650010000080681915087961
8069,1,Emitida,17/04/2023,Venda dentro do estado,Ao Consumidor,,"245,28",28230410177060000138650010000080691614732113
8070,1,Emitida,17/04/2023,Venda dentro do estado,Ao Consumidor,,"73,5",28230410177060000138650010000080701988248793
8071,1,Emitida,18/04/2023,Venda dentro do estado,Ao Consumidor,,"116,62",28230410177060000138650010000080711539634901
8072,1,Emitida,18/04/2023,Venda dentro do estado,Ao Consumidor,,"131,66",28230410177060000138650010000080721075223655
8073,1,Emitida,19/04/2023,Venda dentro do estado,Ao Consumidor,,"97,61",28230410177060000138650010000080731391151976
8074,1,Emitida,19/04/2023,Venda dentro do estado,Ao Consumidor,,"104,16",28230410177060000138650010000080741975968651
8075,1,Emitida,19/04/2023,Venda dentro do estado,Ao Consumidor,,"140,14",28230410177060000138650010000080751550673372
8076,1,Emitida,19/04/2023,Venda dentro do estado,Ao Consumidor,,"83,72",28230410177060000138650010000080761078679772
8077,1,Emitida,22/04/2023,Venda dentro do estado,Ao Consumidor,,"122,78",28230410177060000138650010000080771386957142
8078,1,Emitida,22/04/2023,Venda dentro do estado,Ao Consumidor,,"81,34",28230410177060000138650010000080781950337452
8079,1,Emitida,22/04/2023,Venda dentro do estado,Ao Consumidor,,"84,07",28230410177060000138650010000080791517299784
8080,1,Emitida,22/04/2023,Venda dentro do estado,Ao Consumidor,,168,28230410177060000138650010000080801479203402
8081,1,Emitida,24/04/2023,Venda dentro do estado,Ao Consumidor,,"628,6",28230410177060000138650010000080811053997614
8082,1,Emitida,24/04/2023,Venda dentro do estado,Ao Consumidor,,"169,75",28230410177060000138650010000080821580858430
8083,1,Emitida,24/04/2023,Venda dentro do estado,Ao Consumidor,,"93,38",28230410177060000138650010000080831888981438
8084,1,Emitida,24/04/2023,Venda dentro do estado,Ao Consumidor,,"61,74",28230410177060000138650010000080841490576715
8085,1,Emitida,25/04/2023,Venda dentro do estado,Ao Consumidor,,"76,45",28230410177060000138650010000080851041869402
8086,1,Emitida,25/04/2023,Venda dentro do estado,Ao Consumidor,,"98,42",28230410177060000138650010000080861576266875
8087,1,Emitida,25/04/2023,Venda dentro do estado,Ao Consumidor,,"78,48",28230410177060000138650010000080871892345639
8088,1,Emitida,26/04/2023,Venda dentro do estado,Ao Consumidor,,2688,28230410177060000138650010000080881452752284
8089,1,Emitida,26/04/2023,Venda dentro do estado,Ao Consumidor,,"106,54",28230410177060000138650010000080891011909308
8090,1,Emitida,26/04/2023,Venda dentro do estado,Ao Consumidor,,"119,77",28230410177060000138650010000080901389359027
8091,1,Emitida,26/04/2023,Venda dentro do estado,Ao Consumidor,,"64,77",28230410177060000138650010000080911081171195
8092,1,Emitida,26/04/2023,Venda dentro do estado,Ao Consumidor,,"109,62",28230410177060000138650010000080921553132403
8093,1,Emitida,27/04/2023,Venda dentro do estado,Ao Consumidor,,"109,27",28230410177060000138650010000080931978402905
8094,1,Emitida,27/04/2023,Venda dentro do estado,Ao Consumidor,,"107,66",28230410177060000138650010000080941392715601
8095,1,Emitida,27/04/2023,Venda dentro do estado,Ao Consumidor,,"100,45",28230410177060000138650010000080951076572003
8096,1,Emitida,28/04/2023,Venda dentro do estado,Ao Consumidor,,"251,89",28230410177060000138650010000080961541011818
8097,1,Emitida,28/04/2023,Venda dentro do estado,Ao Consumidor,,"104,22",28230410177060000138650010000080971989783823
8098,1,Emitida,28/04/2023,Venda dentro do estado,Ao Consumidor,,"138,53",28230410177060000138650010000080981425548139
8099,1,Emitida,28/04/2023,Venda dentro do estado,Ao Consumidor,,"40,46",28230410177060000138650010000080991101784063
8100,1,Emitida,28/04/2023,Venda dentro do estado,Ao Consumidor,,"128,17",28230410177060000138650010000081001701482842
8101,1,Emitida,29/04/2023,Venda dentro do estado,Ao Consumidor,,"117,6",28230410177060000138650010000081011767854206
8102,1,Emitida,29/04/2023,Venda dentro do estado,Ao Consumidor,,3125,28230410177060000138650010000081021365848926
8103,1,Emitida,29/04/2023,Venda dentro do estado,Ao Consumidor,,"81,2",28230410177060000138650010000081031166849024
8104,1,Emitida,29/04/2023,Venda dentro do estado,Ao Consumidor,,"924,9",28230410177060000138650010000081041704862270
8105,1,Emitida,29/04/2023,Venda dentro do estado,Ao Consumidor,,"150,71",28230410177060000138650010000081051763277874
8106,1,Emitida,02/05/2023,Venda dentro do estado,Ao Consumidor,,"83,85",28230510177060000138650010000081061353735954
8107,1,Emitida,02/05/2023,Venda dentro do estado,Ao Consumidor,,"87,36",28230510177060000138650010000081071178237579
8108,1,Emitida,02/05/2023,Venda dentro do estado,Ao Consumidor,,"85,01",28230510177060000138650010000081081737687195
8109,1,Emitida,02/05/2023,Venda dentro do estado,Ao Consumidor,,"74,63",28230510177060000138650010000081091788482334
8110,1,Emitida,02/05/2023,Venda dentro do estado,Ao Consumidor,,"71,58",28230510177060000138650010000081101666471525
8111,1,Emitida,03/05/2023,Venda dentro do estado,Ao Consumidor,,"87,78",28230510177060000138650010000081111865536136
8112,1,Emitida,03/05/2023,Venda dentro do estado,Ao Consumidor,,"157,08",28230510177060000138650010000081121268719505
8113,1,Emitida,04/05/2023,Venda dentro do estado,Ao Consumidor,,"67,13",28230510177060000138650010000081131202283307
8114,1,Emitida,04/05/2023,Venda dentro do estado,Ao Consumidor,,"103,39",28230510177060000138650010000081141677867688
8115,1,Emitida,04/05/2023,Venda dentro do estado,Ao Consumidor,,"106,12",28230510177060000138650010000081151853430795
8116,1,Emitida,05/05/2023,Venda dentro do estado,Ao Consumidor,,"122,92",28230510177060000138650010000081161264135559
8117,1,Emitida,05/05/2023,Venda dentro do estado,Ao Consumidor,,"90,2",28230510177060000138650010000081171205655123
16,2,Emitida,05/05/2023,Devolução para fornecedor para dentro do Estado,Ao Consumidor,07224991001450,"106,02",28230510177060000138550020000000161816570626
8118,1,Emitida,05/05/2023,Venda dentro do estado,Ao Consumidor,,"103,8",28230510177060000138650010000081181640035653
8119,1,Emitida,05/05/2023,Venda dentro do estado,Ao Consumidor,,"78,61",28230510177060000138650010000081191823463082
8120,1,Emitida,05/05/2023,Venda dentro do estado,Ao Consumidor,,980,28230510177060000138650010000081201507162737
8121,1,Emitida,06/05/2023,Venda dentro do estado,Ao Consumidor,,"80,71",28230510177060000138650010000081211963644819
8122,1,Emitida,06/05/2023,Venda dentro do estado,Ao Consumidor,,"171,37",28230510177060000138650010000081221436778166
8123,1,Emitida,06/05/2023,Venda dentro do estado,Ao Consumidor,,"90,5",28230510177060000138650010000081231097375053
8124,1,Emitida,08/05/2023,Venda dentro do estado,Ao Consumidor,,"72,66",28230510177060000138650010000081241525043913
8125,1,Emitida,08/05/2023,Venda dentro do estado,Ao Consumidor,,"67,83",28230510177060000138650010000081251942600668
8126,1,Emitida,08/05/2023,Venda dentro do estado,Ao Consumidor,,"142,38",28230510177060000138650010000081261408212608
8127,1,Contingência,08/05/2023,Venda dentro do estado,Ao Consumidor,,"164,79",28230510177060000138650010000081271123280599
8128,1,Emitida,08/05/2023,Venda dentro do estado,Ao Consumidor,,"152,87",28230510177060000138650010000081281558547065
8127,1,Emitida,08/05/2023,Venda dentro do estado,Ao Consumidor,,"164,79",28230510177060000138650010000081271123280599
8129,1,Emitida,09/05/2023,Venda dentro do estado,Ao Consumidor,,"64,79",28230510177060000138650010000081291968117564
8130,1,Emitida,09/05/2023,Venda dentro do estado,Ao Consumidor,,"204,61",28230510177060000138650010000081301596582180
8131,1,Emitida,10/05/2023,Venda dentro do estado,Ao Consumidor,,"68,74",28230510177060000138650010000081311935920560
8132,1,Emitida,10/05/2023,Venda dentro do estado,Ao Consumidor,,"87,42",28230510177060000138650010000081321463949959
8133,1,Emitida,10/05/2023,Venda dentro do estado,Ao Consumidor,,"89,39",28230510177060000138650010000081331007532703
8134,1,Emitida,11/05/2023,Venda dentro do estado,Ao Consumidor,,"101,51",28230510177060000138650010000081341622480091
8135,1,Emitida,11/05/2023,Venda dentro do estado,Ao Consumidor,,"136,28",28230510177060000138650010000081351907347397
8136,1,Emitida,11/05/2023,Venda dentro do estado,Ao Consumidor,,"45,29",28230510177060000138650010000081361442913423
8137,1,Emitida,11/05/2023,Venda dentro do estado,Ao Consumidor,,"69,3",28230510177060000138650010000081371025421518
8138,1,Emitida,11/05/2023,Venda dentro do estado,Ao Consumidor,,"102,2",28230510177060000138650010000081381586179772
8139,1,Emitida,12/05/2023,Venda dentro do estado,Ao Consumidor,,"88,66",28230510177060000138650010000081391878789470
8140,1,Emitida,12/05/2023,Venda dentro do estado,Ao Consumidor,,"75,88",28230510177060000138650010000081401841405718
8141,1,Emitida,12/05/2023,Venda dentro do estado,Ao Consumidor,,"130,55",28230510177060000138650010000081411626734327
8142,1,Emitida,12/05/2023,Venda dentro do estado,Ao Consumidor,,"111,15",28230510177060000138650010000081421224965402
8143,1,Emitida,12/05/2023,Venda dentro do estado,Ao Consumidor,,1680,28230510177060000138650010000081431307008240
8144,1,Emitida,12/05/2023,Venda dentro do estado,Ao Consumidor,,"66,85",28230510177060000138650010000081441814646687
8145,1,Emitida,13/05/2023,Venda dentro do estado,Ao Consumidor,,"127,42",28230510177060000138650010000081451654690230
8146,1,Emitida,13/05/2023,Venda dentro do estado,Ao Consumidor,,"74,74",28230510177060000138650010000081461244912206
8147,1,Emitida,15/05/2023,Venda dentro do estado,Ao Consumidor,,"91,85",28230510177060000138650010000081471287785866
8148,1,Emitida,15/05/2023,Venda dentro do estado,Ao Consumidor,,"135,1",28230510177060000138650010000081481848576095
8149,1,Emitida,15/05/2023,Venda dentro do estado,Ao Consumidor,,"172,37",28230510177060000138650010000081491680755335
8150,1,Emitida,15/05/2023,Venda dentro do estado,Ao Consumidor,,"40,26",28230510177060000138650010000081501806638368
8151,1,Emitida,16/05/2023,Venda dentro do estado,Ao Consumidor,,"84,2",28230510177060000138650010000081511724660235
8152,1,Emitida,16/05/2023,Venda dentro do estado,Ao Consumidor,,"85,89",28230510177060000138650010000081521127592008
8153,1,Emitida,16/05/2023,Venda dentro do estado,Ao Consumidor,,"129,56",28230510177060000138650010000081531342198553
8154,1,Emitida,17/05/2023,Venda dentro do estado,Ao Consumidor,,"148,54",28230510177060000138650010000081541787408357
8155,1,Emitida,17/05/2023,Venda dentro do estado,Ao Consumidor,,"153,88",28230510177060000138650010000081551744599417
8156,1,Emitida,18/05/2023,Venda dentro do estado,Ao Consumidor,,"122,26",28230510177060000138650010000081561155555536
8157,1,Emitida,19/05/2023,Venda dentro do estado,Ao Consumidor,,"98,91",28230510177060000138650010000081571315447156
8158,1,Emitida,19/05/2023,Venda dentro do estado,Ao Consumidor,,"116,34",28230510177060000138650010000081581750680826
8159,1,Emitida,20/05/2023,Venda dentro do estado,Ao Consumidor,,"144,93",28230510177060000138650010000081591715492340
8160,1,Emitida,20/05/2023,Venda dentro do estado,Ao Consumidor,,"94,71",28230510177060000138650010000081601895688044
8161,1,Emitida,20/05/2023,Venda dentro do estado,Ao Consumidor,,"180,59",28230510177060000138650010000081611571956423
8162,1,Emitida,22/05/2023,Venda dentro do estado,Ao Consumidor,,"156,1",28230510177060000138650010000081621045341369
8163,1,Emitida,22/05/2023,Venda dentro do estado,Ao Consumidor,,"94,78",28230510177060000138650010000081631486151950
8164,1,Emitida,22/05/2023,Venda dentro do estado,Ao Consumidor,,213,28230510177060000138650010000081641885640692
8165,1,Emitida,22/05/2023,Venda dentro do estado,Ao Consumidor,,"62,44",28230510177060000138650010000081651585166739
8166,1,Emitida,23/05/2023,Venda dentro do estado,Ao Consumidor,,"115,22",28230510177060000138650010000081661050527326
8167,1,Emitida,23/05/2023,Venda dentro do estado,Ao Consumidor,,"77,34",28230510177060000138650010000081671483626018
8168,1,Emitida,24/05/2023,Venda dentro do estado,Ao Consumidor,,"100,73",28230510177060000138650010000081681918038391
8169,1,Emitida,24/05/2023,Venda dentro do estado,Ao Consumidor,,"72,73",28230510177060000138650010000081691609822052
8170,1,Emitida,24/05/2023,Venda dentro do estado,Ao Consumidor,,"81,76",28230510177060000138650010000081701985351460
8171,1,Emitida,24/05/2023,Venda dentro do estado,Ao Consumidor,,"148,22",28230510177060000138650010000081711544476145
8172,1,Emitida,25/05/2023,Venda dentro do estado,Ao Consumidor,,"133,58",28230510177060000138650010000081721072269181
8173,1,Emitida,25/05/2023,Venda dentro do estado,Ao Consumidor,,"115,56",28230510177060000138650010000081731396065627
8174,1,Emitida,26/05/2023,Venda dentro do estado,Ao Consumidor,,"77,84",28230510177060000138650010000081741982833137
8175,1,Emitida,26/05/2023,Venda dentro do estado,Ao Consumidor,,"56,87",28230510177060000138650010000081751549669730
8176,1,Emitida,27/05/2023,Venda dentro do estado,Ao Consumidor,,"71,12",28230510177060000138650010000081761085471870
8177,1,Emitida,29/05/2023,Venda dentro do estado,Ao Consumidor,,"73,57",28230510177060000138650010000081771386010675
8178,1,Emitida,29/05/2023,Venda dentro do estado,Ao Consumidor,,"98,49",28230510177060000138650010000081781945427375
8179,1,Emitida,29/05/2023,Venda dentro do estado,Ao Consumidor,,"140,2",28230510177060000138650010000081791520250226
8180,1,Emitida,30/05/2023,Venda dentro do estado,Ao Consumidor,,"181,11",28230510177060000138650010000081801480206796
8181,1,Emitida,30/05/2023,Venda dentro do estado,Ao Consumidor,,"161,98",28230510177060000138650010000081811047132878
8182,1,Emitida,30/05/2023,Venda dentro do estado,Ao Consumidor,,"49,7",28230510177060000138650010000081821581804693
